55	27	a	Statement: “To make the most of each high school senior’s final year before college, state law should be revised to allow for students to ‘dual enroll’ in a local community college for some classes. State law currently does not allow for this,” mayoral candidate Bonnie Dumanis’ education plan, released Jan. 5, said.
56	83	a	"Says Marco Rubio said ""we should be considering internment"" of Muslims, and ""maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party."""
57	1	a	North West “In Denial” About Getting A Sister?
58	69	a	"Arizona is spending ""less on a per-capita basis than every single state in this country in higher education."""
59	67	a	Facebook users who donated to charities on a one-time basis were actually debited that amount every month for one year.
60	45	a	Donald Trump Spills the Beans About Ted Cruz’s Wife: She Was a Call Girl
61	4	a	"I look at the 20,000 jobs that have left America because of the irresponsible medical-device tax"""
62	69	a	Candidates for governor routinely disclose their spouses’ tax returns.
63	43	a	Says Gerald Daugherty is endorsed by the Austin American-Statesman.
64	43	a	An image shows musicians David Bowie and Lemmy Kilmister together at a party.
65	67	a	Mississippi has passed a bill granting churchgoers the right to shoot and kill citizens at will.
66	66	a	"In October 2017, a ""demonic"" drag queen read a ""sexually explicit"" book to children at a Long Beach public library named after Michelle Obama."
67	83	a	"Says Mark Pocan’s proposal to eliminate the U.S. Immigration and Customs Enforcement (ICE) would ""eliminate border enforcement."""
68	96	a	One out of 10 minimum-wage workers in the U.S. live in Texas.
69	70	a	Discussion of Canadian Health Care
70	51	a	Governor Scott Cut Taxes 40 Times For Florida Families
71	51	a	"Says Donald Trump ""wants to kick thousands of kids off of BadgerCare."""
72	45	a	Clinton Campaign Paid Beyonce, Jay-Z $62 Million to Secure Black Vote
73	21	a	Sylvia Thompson on President Obama’s Legacy
74	43	a	"U.S. national security agencies went on ""high alert"" after President-Elect Donald Trump was caught telling ""a dangerous lie."""
75	51	a	Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.
76	77	a	2) CLAIM: Congress is 100% responsible for NPAs
77	69	a	"Says the Dickey Amendment ""prevents the Centers for Disease Control and Prevention from even researching the relationship between gun violence and public health. ... The government can’t study gun violence but is spending $400,000 analyzing the effects of Swedish massages on rabbits."""
78	67	a	Bump stocks are already illegal in the state of New York. You can't buy one.
79	69	a	"In Sauk City, Wisconsin, ""the ID office"" that provides identification for voting ""is only open on the fifth Wednesday of every month"" -- a total of four days in 2016."
80	96	a	A photograph shows vintage box of fake snow decor made of the carcinogen asbestos.
81	97	a	Warning - Grapes and Raisins Toxic to Dogs And Cats
82	69	a	Do Opossums Kill Ticks, Inhibit the Spread of Lyme Disease?
83	106	a	Thousands of Marines applied for White House detail after Trump became president, and none applied during President Obama's 8 years in office.
84	43	a	A teenage schoolgirl in Texas became pregnant through a flu vaccination.
85	69	a	I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.
86	96	a	There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.
87	43	a	[Name of celebrity] has been summoned for jury duty in [name of town] because he or she supposedly owns property there.
88	57	a	“[Of those] fortunate enough to get to matric and pass and enter university, half will drop out before they reach their second year.”
89	43	a	The pilot of missing Malaysia Airlines Flight 370 reappeared in Taiwan two years after the plane disappeared.
90	96	a	"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong."""
91	17	a	"Will create A-to-F grading scale for school quality. ""Schools should be graded just like students on a scale of A to F. Grades awarded under this rating system will be based on objective criteria such as graduation rates, passing rates, enrollment in Advanced Placement courses, standardized test scores, and teacher and administrator evaluations. Schools that fail for three consecutive years must select an alternate model."""
92	96	a	Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.
93	0	a	Ellen DeGeneres Warning Justin Bieber To Get Help, 
94	45	a	Arizona Billboard Directs Illegal Immigrants To California
95	96	a	Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.
96	77	a	VERA FILES FACT CHECK: Duterte 'jokes' about abolishing CHR, meddling with Ombudsman probes
97	43	a	Does Stepping on a Rusty Nail Cause Tetanus?
98	45	a	Samuel Adams Set to Release New Helium Beer
99	43	a	Tens of thousands of Russian troops are surrounding U.S. borders.
100	96	a	We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.
101	96	a	Washington has incentivized the militarization of local police precincts.
102	43	a	We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.
103	31	a	Statement: “If you look at it over 40 years, that’s over $1 billion of tax money we’re giving over to marketing,” San Diego City Councilman David Alvarez, referring to a potential long-term renewal of a 2 percent charge on hotel guests, in a July 31 voiceofsandiego.org story.
104	88	a	Will improve science and math education in K through 12, to prepare more students for these studies in college. They will work to increase our number of science and engineering graduates and encourage undergraduates studying math and science to pursue graduate studies. They will also work to increase the representation of minorities and women in the science and technology pipeline, tapping the diversity of America to meet the increasing demand for a skilled workforce. The challenges of the 21st century can only be met by combining many skills from people with many backgrounds.
105	51	a	"Says a federal judge in San Antonio ""issued a ruling that … not only could the students not pray at their graduation, if they used the word ‘benediction,’ the word ‘invocation,’ the word ‘God,’ asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail."""
106	68	a	Paris At War Greeted by Media Silence
107	8	a	I did not support the war in Iraq.
108	51	a	Sixty-two percent of all (Texas) property taxes are paid by businesses.
109	96	a	If you are a gun store owner and you decide to go out of business … you right now are allowed to convert your entire gun store inventory to ‘personal use’ and once it is a personal use weapon, you can sell it without background checks.
110	69	a	Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.
111	69	a	A single mother of two can’t qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.
112	43	a	"Says ""Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs."""
113	51	a	First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.
114	67	a	Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.
115	43	a	Did Trump Tweet in 2015 That the President Should Be Shot Out of a Cannon if the 'Dow Joans' Tanks?
116	69	a	"Says North Carolinians are ""already paying for"" Medicaid expansion, even though the state hasn’t expanded Medicaid."
117	11	a	" ""If he (Prime Minister Justin Trudeau) is trying to dismantle universal health care by stealth, this is the way to do it: underfund it and have separate agreements with the provinces."" "
118	51	a	"Says a gun bill before the Senate would make it a federal felony to ""leave town for more than seven days, and leave someone else at home with your firearms."""
119	88	a	Gov. Scott will direct the Commissioner of Education to conduct a thorough and comprehensive investigation of every standardized test that school districts are requiring their students to take.
120	3	a	Caitlyn Jenner Bought Porsche For Sophia Hutchins?
121	51	a	The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.
122	43	a	President Trump's son Barron won a national academic award in June 2017.
123	43	a	Secret flights whisked bin Laden family members and Saudi nationals out of the U.S. immediately after September 11 while a general ban on air travel was still in effect, and before the FBI had any opportunity to question any of the passengers.
124	69	a	"For 21 countries in Sub-Saharan Africa, ""we simply do not have data to say anything about trends in poverty."""
125	67	a	In 2009, we cut state spending in real terms for the first time in 150 years.
126	43	a	Fox News accidentally puts up a poll graphic that shows how they are the least trusted network.
127	43	a	The average student comes out of college hundreds of thousands of dollars in debt.
128	67	a	"Gov. Roy Cooper has ""filed nearly one lawsuit a month, with every single one of them an attempt to extend his own power."""
129	67	a	"PolitiFact Texas says ""Congressman Edwards' attacks on Bill Flores are false."""
130	100	a	Janna Little Ryan, Paul Ryan’s Wife, Is a Liberal Democrat
131	78	a	Are campaign banners for President Trump's reelection campaign being made in China?
132	43	a	Did Jennifer Lawrence Blame 9/11 on President Trump’s Stealing the Election?
133	43	a	A woman in Idaho was sentenced to seven years in prison for breastfeeding in public.
134	43	a	Did Donald Trump's Presidential Campaign Unveil a New Logo That Resembles a Swastika?
135	79	a	FitzGerald is committed to working to improve public transportation access in our cities.
136	3	a	Nicole Kidman Urging Keith Urban To Get Plastic Surgery?
137	36	a	Facebook Award 2016
138	36	a	Phishing Scams Continue To Target Facebook Page Owners
139	67	a	"The United States Army will no longer accept lawful permanent residents, also called ""green card"" holders, as recruits."
140	51	a	"St. Pete Beach's experiences are a ""fair example"" of what could happen if Amendment 4 passes."
141	94	a	As governor, Gina will: Enact common-sense gun control measures such as a ban on military-style weapons and high-capacity magazines.
142	77	a	15 Chargers Fact Checks: Roundup
143	69	a	More than 70 percent of American adults have committed a crime that could lead to imprisonment.
144	43	a	Photograph shows Hillary Clinton shaking hands with Osama bin Laden.
145	36	a	Mercedes Benz Giveaway
146	112	a	FACT CHECK: Is Hurricane Irma The 'Most Powerful' Atlantic Storm On Record?
147	0	a	Matt Lauer, Katie Couric Reteaming To Force Megyn Kelly Out Of The “Today” Show?
148	69	a	The Arab and the Muslim nations get twice as much money as Israel.
149	43	a	Justice Kennedy quit because he and his son helped Trump launder illegal Russian money through Deutsche Bank.
150	43	a	"Before Super Bowl XXII in 1988, a reporter asked Washington Redskins quarterback Doug Williams, ""How long have you been a black quarterback?"""
151	69	a	"Says ""at the state level we're spending more on tax expenditures than we are on public safety, health care and education combined."""
152	67	a	Claim: Minimum unit alcohol pricing has been proven to reduce health harms, elsewhere in the world
153	106	a	"Trump referred to white nationalist marchers as ""us"" during a press conference."
154	77	a	Jefferson vs. Muslim Pirates
155	51	a	When did the decline of coal start? It started when natural gas took off … that started to begin in (President George W.) Bush’s administration.
156	0	a	Meghan Markle Fleeing To Los Angeles?
157	67	a	"The largest low-wage employer ""is not McDonalds or Walmart but the U.S. government."""
158	43	a	"Says he ""led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa."""
159	13	a	Jackie Robinson Refused to Salute the Flag, Stand for National Anthem
160	67	a	"Says Rep. Bruce Braley, D-Iowa, ""skipped an important VA reform hearing to attend three fundraisers."""
161	43	a	Two Iraqis came here to this country, were radicalized and they were the masterminds behind the Bowling Green massacre. … It didn't get covered
162	77	a	FactChecking Prime Minister Narendra Modi’s 8 I-Day Promises Over 3 Years
163	43	a	Singer Beyoncé Knowles was killed in a car crash.
164	69	a	If you look at the states where soccer is most popular, they're overwhelmingly blue states, and the states where soccer is least popular are red states.
165	69	a	A new tattoo ink changes color depending on a person's glucose levels, meaning people with diabetes can use it to check their blood sugar levels.
166	43	a	"Says Charlie Crist ""is embroiled in a fraud case for steering taxpayer money to a de facto Ponzi scheme."""
167	43	a	Medicare regulations require that doctors ask patients whether they own guns.
168	96	a	A Huntley and Palmers biscuit tin included risqué images on its lid.
169	43	a	KISS bassist Gene Simmons had a cow's tongue grafted onto his own.
170	51	a	"The economic ""turnaround started at the end of my term."""
171	0	a	Catherine Zeta-Jones Furious About Michael Douglas, Sharon Stone Reunion?
172	96	a	McCain voted 19 times against a minimum-wage increase.
173	67	a	The seed of Muslim is passed through the father.
174	67	a	Says that according to one economist, $1 of unemployment benefits boosts the economy by $1.61.
175	83	a	"Says if Texas abortion measure passes, ""someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening."""
176	43	a	The Department of Homeland Security is secretly moving and releasing crowds of undocumented people into the United States.
177	51	a	We have the fewest people employed in this country since 1979.
178	67	a	"Claims Joe Biden said ""coal is more dangerous than terrorists."""
179	106	a	The new supplement InteliGEN can boost brain function.
180	51	a	"Sotomayor thinks ""that one’s sex, race and ethnicity ought to affect the decisions one renders from the bench."""
181	87	a	"“I’m under a routine audit and it'll be released, and as soon as the audit is finished it will be released."""
182	51	a	"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist."""
183	67	a	"Says Barack Obama ""put in place a board that can tell people ultimately what treatments they're going to receive."""
184	43	a	"Palin had ""executive experience"" in the PTA."
185	96	a	"Mitt Romney previously believed ""that abortion should be safe and legal in this country."" Now he is ""prolife."""
186	43	a	How Much Of Kenya’s Budget Is Going Towards The Health Sector?
187	69	a	In Missouri, there are still (FEMA) cases pending from floods that occurred in 2013.
188	97	a	Travel Warning - Khas Khas (Poppy Seed) Imprisonment in UAE
189	43	a	Led by President Obama, the United Nations ordered the U.S. to pay reparations to African Americans for slavery.
190	96	a	Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.
191	100	a	The Crusades Have Finally Started Again
192	96	a	A soldier returning from deployment discovered his wife had died during his absence, and their children had starved to death.
193	43	a	When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number.
194	51	a	"Roy Barnes ""made Georgia dead last in education"" and Georgia ""led the nation in job losses."""
195	83	a	A New York man has allegedly infected 240 people with the HIV virus by sleeping with men and women.
196	106	a	Donald Trump and hundreds of his workers helped search the rubble for survivors after the September 11 terrorist attacks in Lower Manhattan.
197	4	a	Kavanaugh, who could be presiding over a case should the Pres be indicted, thinks that the Pres can't stand trial. Trump has nominated a get-out-of-jail free card.
198	106	a	Jimmy Coyne's grandson was assaulted for refusing to take part in March 2018 walkouts to protest lawmaker inaction over school shootings.
199	67	a	"In 2006, Arizona had four ballot issues that were ""very tough on illegal immigration... Forty-seven percent of the Hispanics in Arizona voted for them."""
200	51	a	Says Texas Department of Public Safety numbers show that 1.6 percent of crime is committed by unauthorized immigrants.
201	68	a	Protest Donald Trump’s Inauguration By the Changing Channel
202	5	a	Jennifer Lopez, Alex Rodriguez Marrying In The Spring?
203	94	a	"Will ""work with our Congressional delegation to attract more funds federally for investing in different transit options that best fit a community and working with business creatively to provide workers more flexibility to reduce their driving, work from home or adopt flex time to address congestion problems and enhance our quality of life."
204	45	a	Members of Congress Refuse to Stand for Pledge of Allegiance
205	96	a	Zephyr Teachout says she is against Super PACs despite taking money from Super PAC donors
206	83	a	It is more difficult to obtain a Costco membership than it is to get a NYC Municipal ID
207	63	a	We ended up getting substantially more [of the black vote] than other [Republican] candidates who had run in the past years.
208	43	a	A tradition of celebrating Veterans Day with ravioli dinners was initiated by President Woodrow Wilson in 1919.
209	69	a	The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news.
210	77	a	SONA 2016 promise tracker
211	43	a	"Twelve judges have thrown out legal challenges to the health care law because they rejected ""the notion that the health care law was unconstitutional."""
212	77	a	It’s Not Mass Panic, It’s Crowd Science: How To Escape A Stampede
213	67	a	According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.
214	87	a	Increase the amount of unpaid wages and benefits workers can claim in bankruptcy court against their employer.
215	69	a	"The state has ""less employees this year than we did last year."""
216	67	a	"Every ""major newspaper in Texas calls"" David Dewhurst ""a moderate."""
217	43	a	There’s a mosque inside of the Pentagon.
218	43	a	Automobile components emit dangerous levels of cancer-causing benzene fumes.
219	98	a	Tony Snow testimoney of faith during cancer
220	51	a	"Gov. Rick Scott ""is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs."""
221	43	a	"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were ""beating on the windows and rocking the vehicle."" When the car was ""extricated"" from the crowd, a truck blocked a second exit."
222	111	a	FACT CHECK: Does The US Have Trade Deficits With 'Almost All' Countries?
223	96	a	Texas leads the country in animal deaths by sodium cyanide M-44s.
224	108	a	Facebook Warning Claims Pedigree Dry Dog Food Killed Dogs
225	51	a	"Compact fluorescent light bulbs are ""toxic"" and ""not environmentally friendly."""
226	43	a	Images show a baby half-human, half-lion hybrid that was found in Indonesia.
227	67	a	"The party in the White House is responsible for ""a massive tax increase on the middle class."""
228	0	a	Victoria Beckham Planning Fashion Reality Show?
229	43	a	A groundbreaking study showing that algae can draw an alternative source of energy from other plants suggests that humans might be able to draw energy from each other in a similar way.
230	71	a	“Nearly 80,000 land claims, totalling 3.4 million hectares, have been settled and 1.8 million people have benefited.”
231	51	a	"On U.S.-Israeli relations, Prime Minister Benjamin Netanyahu ""set the record straight — he said, our two countries have 'exactly the same policy' (and) 'our security cooperation is unprecedented.'"""
232	66	a	Does Trump Donate All of His Presidential Salary, While Obama Donated None?
233	1	a	Kanye West Furious He Didn’t Make Forbes Richest Rappers List, 
234	0	a	Kate Middleton Planning Meghan Markle’s Wedding, 
235	96	a	It is illegal to take photographs of the Eiffel Tower at night without explicit permission.
236	0	a	Meghan Markle, Prince Harry Wedding “Wrecked” By “Bitter Family Feud”?
237	43	a	Fentanyl-laced marijuana use is a real and growing concern in the United States.
238	68	a	Obama Aide Evelyn Farkas Admits Spying on Donald Trump’s Team
239	1	a	Kendall Jenner “In Tears” Over Golden Globes Backlash, 
240	96	a	A dog was killed when it bit into a tennis ball booby-trapped with explosives.
241	43	a	The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.
242	54	a	The claim: Jo Harding, the manager of Bush Blitz, says there's estimated to be about 75 per cent of Australia's biodiversity that's largely unknown
243	55	a	The claim: Barry O'Farrell says NSW collects more from proceeds of crime than all other states and the federal government combined.
244	96	a	Says companies with women on their boards of directors are more financially successful.
245	43	a	A scientific study demonstrated that conspiracy theorists are generally more sane than other people.
246	67	a	"The Obama White House recognizes a ""baby that has not been born"" for security purposes."
247	77	a	Asked in a Feb. 13 press conference who would represent the government before the ICC should its preliminary examination on drug-related killings move forward, Calida questioned the authority of the international court to investigate the president. He said the 1987 Constitution is “higher than any treaty,” including the Rome Statute that created the ICC.
248	43	a	If you are driving on average in America this summer, you'll save — according to Department of Energy figures — about $70.
249	100	a	Mail Server Virus
250	96	a	"Says ""a Republican hasn't won [an election] for a presidency in New Jersey since 1988."""
251	98	a	Hershey moving to Mexico?
252	69	a	"Says U.S. Rep. Connie Mack IV passed ""only one bill"" in seven years."
253	69	a	"On Donald Trump’s plan to cut federal funding to sanctuary cities, ""because of a decision by the Supreme Court, no president's in a position to cut off funding across the board. It has to be very specific to the matter at hand."""
254	98	a	NASA Finds Antarctica is Gaining Ice, Not Losing Ice
255	46	a	Arby’s Franchise Owner Wins Approval for Whites-Only Restaurant
256	77	a	Did Rahul Gandhi Say SC/ST Act Has Been Scrapped? A FactCheck
257	43	a	"Americans can use their birth certificates to access secret ""strawman"" funds."
258	51	a	"Milwaukee police use deadly force at a rate that is ""among the lowest"" in the country."
259	29	a	Statement: “Last 28 days hotel occupancy down 4.8% due to no advertising. San Diego ads would have started Feb. (11),” Kerri Kapich, one of the top executives at the San Diego Tourism Authority, wrote in a March 25 tweet.
260	43	a	"Says that under his tax plan, ""no matter where you are in the stratosphere, you're going to be getting a tax cut."""
261	88	a	My goal is for each neighborhood or area to have its own vibe, to be its own destination. Visually appealing signage at neighborhood entrances and wayfaring signage in populated areas is an easy first step and a resource for both residents and visitors.
262	51	a	Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions
263	0	a	Kris Jenner Ordering Kendall Jenner, Kourtney Kardashian To Get Pregnant?
264	43	a	"The Benghazi probe is ""the longest-running congressional investigation ever."""
265	8	a	Hillary Clinton doesn\'t believe in your right to keep a gun at home for self-defense.
266	57	a	“Heart disease is the leading cause of death in South Africa”
267	43	a	"It's ""not true"" that since he's been the president, executions in Iran have increased by four times."
268	77	a	NO, the whole world is NOT talking about Duterte’s compassion for overseas Filipino workers
269	67	a	(Fritz) Kaegi managed a fund that invested nearly $30 million in private prisons.
270	0	a	Jennifer Lopez, Alex Rodriguez “Headed For A Split,” 
271	69	a	During my tenure as governor, Wisconsin’s overall tax burden went DOWN.
272	69	a	"In 2012, ""Wall Street"" gave Scott Brown ""more campaign contributions than any other candidate -- $5.3 million."""
273	67	a	"Says Jeanne Shaheen ""voted for a measure that would have amounted to a new national energy tax."""
274	43	a	"Untaxed corporate earnings used to be ""$2.5 trillion … I guess it’s $5 trillion now. Whatever it is, it’s a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore."""
275	113	a	FACT CHECK: Can Trump End Birthright Citizenship With An Executive Order?
276	0	a	John Travolta Won’t Allow Daughter Ella To Become An Actress?
277	36	a	'Daddy it Hurts' Anti-Child Abuse Chain Letter
278	96	a	Are Nine Out Of Ten Tanzanian Children Undernourished?
279	51	a	"The Chris Hani Baragwanath in South Africa is ""the world’s third-biggest hospital."""
280	43	a	Sneak Impact
281	43	a	I’m the first Democrat to ever lead Scott Walker in an election year.
282	77	a	Fact Check: Did Manmohan Singh undertake more foreign visits than Narendra Modi?
283	43	a	A major Hepatitis A outbreak in San Diego has been pinned on undocumented immigrants there.
284	0	a	Katie Holmes Meeting With Tom Cruise About Jamie Foxx, 
285	51	a	There's a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead.
286	77	a	A year under Duterte: Curses and insults
287	67	a	"Millennials ""will be 75 percent of the workforce in the next 10 years."""
288	43	a	Was a Scuba Diver Hospitalized After Getting His Penis Stuck in a Giant Clam?
289	68	a	Obama’s tax proposals
290	2	a	“How To Get Away With Murder” Recap: “Was She Ever Good At Her Job?”
291	98	a	Video of an Amazing Three Dimensional Printer
292	43	a	Did Barack Obama Say ‘If We Don’t Do Something About This President, I Will?’
293	100	a	There’s a Mandatory Gun Ownership Law in Kennesaw, Georgia
294	43	a	"A van full of ""illegals"" traveled from voting booth to voting booth in Arizona in order to vote (illegally) for Hillary Clinton."
295	67	a	"Sixteen thousand new Internal Revenue Service agents will be ""empowered to enforce"" the new health care legislation."
296	83	a	"Obama said troops ""whine about bearing the costs"" of going to war."
297	2	a	“Survivor: Game Changers” Recap: Who Was Voted Out 13th And 14th?
298	43	a	"An image shows Maria Bartiromo holding a phone decorated with a ""Trump/Pence"" sticker at the annual Al Smith Dinner."
299	51	a	In Congress, (Cresent Hardy) voted to defund DACA.
300	77	a	VERA FILES FACT SHEET: Duterte’s oxygen concentrator
301	67	a	"Allowing all Bush income tax cuts to expire on Dec. 31 ""will amount to the largest tax increase in the history of America."""
302	43	a	"North Carolina has ""the strictest anti-gerrymandering standards in the entire country."""
303	77	a	Galvante also admitted this before the Senate three months earlier, during the inquiry on the Tanay bus crash, which killed 15 individuals.
304	0	a	Robert Pattinson, Kristen Stewart Getting Back Together?
305	0	a	Sarah Hyland, Wells Adams Engaged, 
306	38	a	 There are “1.2 million more Canadians working now than ever before.”
307	43	a	President-elect Donald Trump has said he plans to cut Social Security benefits.
308	62	a	A photograph shows Muhammad Ali with all of his winnings in 1964.
309	43	a	I’ve been involved in prosecuting a terrorist member of ISIS.
310	2	a	“Survivor: Game Changers” Recap: Who Was Voted Off Third?
311	43	a	Is the Florida High School Shooter a 'Dreamer'?
312	96	a	150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.
313	69	a	"Rob Portman has taken more than $125,000 from ""Big Oil."""
314	51	a	"Says he would have ""almost twice the actual experience practicing law"" Greg Abbott did on becoming attorney general of Texas."
315	83	a	Nobody dies because they don’t have access to health care.
316	45	a	Starbucks CEO: If You Support Traditional Marriage, We Don’t Want Your Business
317	51	a	When the law stopped Tony Evers from revoking a teacher's license for viewing pornography, Tony worked with lawmakers from both parties to change the law so offenders could be kicked out of the classroom.
318	51	a	One out of four corporations doesn't pay a nickel in (federal income) taxes.
